name,email,standard,gender,avg_sat_score,avg_pat_score,attendance,category
Bryan Clarke,gomezhenry@gardner-coleman.biz,9,Female,64.6,35.4,75.2,Medium
Paul Sherman,mluna@huynh-berger.info,8,Female,59.6,48.5,88.9,Low
Samantha Wood,pdaniels@willis-lee.com,12,Male,59.9,37.5,94.5,Low
Benjamin Taylor,cindy23@gmail.com,12,Female,73.5,22.3,98.8,Low
Daniel Sparks,garyhardy@doyle.net,11,Female,56.9,31.6,86.7,Low
Mr. David Hudson,rhoward@gmail.com,11,Female,58.8,40.5,94.6,Low
Matthew Ellis,christianmcdowell@rodriguez.com,12,Female,70.2,26.4,74.6,Low
Katherine Owen,sergiodavidson@hotmail.com,9,Male,71.0,36.0,87.9,Medium
Amanda Perez,kmelendez@mcintyre.com,11,Female,77.6,28.1,89.0,Low
Christina Santiago DDS,kristiroberts@gmail.com,8,Female,61.9,28.6,91.7,Low
Vickie Martin,brianna66@gmail.com,8,Female,69.9,25.4,100.0,Low
Annette Matthews,stephanie94@hotmail.com,9,Male,81.0,40.7,83.9,Medium
Laura Campos,charleswood@vasquez.com,12,Female,59.2,43.8,99.6,Low
James Vazquez,shanesmith@jones-sheppard.com,10,Female,81.2,41.9,80.4,Medium
Daniel Turner,teresahall@hotmail.com,9,Male,62.0,25.7,79.8,Low
Chad Lowe,wberry@gmail.com,9,Male,78.0,29.2,71.1,Low
Kristie Fisher,murrayjessica@anderson.net,10,Male,68.5,36.0,94.5,Medium
Gina Lee,mannmarissa@perez.net,12,Male,58.8,43.2,78.6,Low
Carl Woods,angeladavis@kelley.com,12,Female,69.3,26.5,82.3,Low
Bryan Johnson,kblankenship@hotmail.com,10,Female,84.9,39.3,80.8,Medium
Joseph Lee,pdean@gmail.com,9,Female,58.6,50.0,80.4,Low
Jesse Jones,kaustin@hotmail.com,9,Female,60.9,28.9,68.7,Low
Ashley Leonard,mary76@lee-huff.com,10,Male,80.8,28.0,72.0,Low
Steven Bishop,christian46@bender-joseph.com,10,Female,57.6,41.7,85.5,Low
Scott Reed,lyonsclarence@yahoo.com,9,Male,62.9,31.2,87.4,Medium
Lindsey Chapman,joe08@yahoo.com,9,Female,83.1,33.1,83.7,Medium
Jessica Hicks,wwright@perez.com,8,Male,55.7,40.3,88.9,Low
Kenneth Hubbard,brandon92@mitchell-hudson.com,11,Male,46.8,42.3,73.9,Low
Dwayne Lee,tammy94@thompson.com,10,Female,66.1,41.6,91.1,Medium
Taylor Torres,millerdavid@wilson.info,12,Female,91.4,28.6,78.8,Low
Laura Frank,jennifer96@murray-scott.com,9,Female,73.0,28.9,86.2,Low
Julie Mills,wtorres@hotmail.com,8,Male,52.4,42.4,89.4,Low
Lori Strong PhD,carmen15@gmail.com,12,Female,64.3,26.4,70.9,Low
Elizabeth Sutton,nicolewebb@lynch.info,10,Female,72.9,43.2,75.2,Medium
Mrs. Mary Kennedy MD,danderson@gmail.com,10,Male,60.5,42.9,97.6,Medium
Natalie Cruz,kevin55@hotmail.com,9,Male,80.1,42.9,80.0,Medium
Glen Bowman,carol84@gmail.com,12,Male,74.9,34.0,73.3,Low
Mrs. Leslie Cameron,teresafowler@yahoo.com,12,Male,69.7,31.3,89.8,Medium
Jamie Russell,mitchellkelsey@cummings.biz,10,Female,63.6,42.3,84.5,Medium
Chris Griffin,katherinenorris@carpenter.com,11,Female,78.3,38.6,83.1,Medium
Cheryl Carlson,mckayerin@yahoo.com,12,Male,66.3,47.3,83.0,Medium
Noah Cervantes,lcole@hotmail.com,11,Female,81.1,41.9,82.5,Medium
Matthew Aguilar,lindsaygarcia@yahoo.com,9,Female,98.4,34.6,71.2,Low
Heather Graves,matthew60@yahoo.com,11,Female,57.8,39.3,76.0,Low
Diana Anderson,leemegan@hill-walker.net,10,Female,82.8,42.1,63.0,Low
Jennifer Gomez,jordanjames@irwin.com,12,Female,52.3,34.6,86.3,Low
George Cooper,daniellearias@mullins.com,10,Male,63.0,45.6,68.7,Low
Jenny Shaw,krich@gmail.com,11,Male,96.5,41.6,96.0,High
Angela Maxwell,dduarte@evans-cuevas.biz,11,Male,65.9,42.8,85.4,Medium
Duane Rivera,lsullivan@williams-jackson.com,8,Female,64.3,24.7,77.4,Low
Joe Diaz,luis71@yahoo.com,11,Male,86.4,45.8,76.9,Medium
Melissa Smith,bwarner@bentley.info,8,Male,57.5,38.9,100.0,Low
Robert Kerr,miguel47@green.biz,11,Male,73.3,43.6,89.4,Medium
Cheryl Williams,tuckermichelle@roberts.com,9,Male,61.5,37.0,86.2,Medium
Lisa Cortez,allison07@medina.com,11,Male,76.0,35.0,95.9,Medium
Gregory Oliver,amandacontreras@hotmail.com,10,Female,85.6,39.7,79.2,Medium
Travis Smith,jessicaelliott@houston.com,8,Female,67.4,35.6,84.4,Medium
Caitlin Johnson,michaelhill@walton.com,11,Male,55.6,37.9,86.2,Low
Dr. Jesse Armstrong,kevinrichardson@hotmail.com,12,Female,77.5,34.8,81.3,Medium
Dr. David Quinn,susan67@gmail.com,9,Male,55.9,24.5,99.0,Low
Dennis Thomas,ppowell@yahoo.com,10,Female,70.0,40.2,92.8,Medium
Brandon Phillips,mary19@gmail.com,11,Male,84.5,25.5,88.2,Low
Reginald Fleming,amybailey@gmail.com,10,Female,82.5,33.7,82.2,Medium
Pamela Brown,john75@davis.org,8,Male,83.3,31.4,80.8,Medium
Dr. Tracy Walker MD,gbenitez@nelson-savage.com,11,Female,64.2,25.5,80.9,Low
Adam Shaw,chenashley@gmail.com,8,Male,64.7,26.3,96.6,Low
James Ayala,kara10@donaldson.com,8,Female,55.5,40.8,90.1,Low
Deanna Adams,pwilliams@yahoo.com,11,Male,76.9,45.0,89.6,Medium
Howard Hall,owenscarol@hopkins-valenzuela.org,8,Female,68.0,28.7,88.4,Low
Chad Brown,znash@garcia.biz,12,Female,77.5,32.3,87.6,Medium
Desiree Johnson,wmiller@hotmail.com,9,Female,64.1,29.3,79.8,Low
Ann Bell,catherine27@davis.net,11,Male,73.1,33.0,84.9,Medium
Elizabeth Simon,adamsmichael@melton.com,11,Female,49.5,27.9,85.9,Low
Gail Manning,jonesjohn@christensen.info,11,Female,57.5,28.2,78.4,Low
Jordan Parker,edoyle@gmail.com,12,Female,59.6,37.0,85.6,Low
Joseph Camacho,marcusrodriguez@brennan-mcguire.com,8,Female,68.4,21.8,60.0,Low
Johnny Vang,garciaglenn@gmail.com,12,Female,70.4,37.1,77.1,Medium
Joshua Hopkins,robert44@smith.com,8,Male,93.4,45.1,92.6,High
Shawn Frank,seaton@gmail.com,10,Female,74.5,36.7,97.1,Medium
Anthony Gutierrez,angela33@lee.net,8,Male,66.2,27.9,89.6,Low
Maria Sandoval,alyssaburnett@taylor.com,10,Female,62.2,50.0,75.7,Medium
Mr. Matthew Moran DDS,sandraharmon@gmail.com,9,Female,81.4,46.8,100.0,High
William Morales,powersandrew@griffin-sullivan.info,12,Female,91.4,34.2,67.0,Low
Russell Mitchell,hlopez@rivera-barber.com,12,Female,50.4,37.0,100.0,Low
Anna Bautista,ricejulie@hotmail.com,9,Male,62.4,38.8,84.0,Medium
Lisa Jenkins,brittanyking@yahoo.com,9,Female,80.6,36.5,88.2,Medium
Daniel Ford,hmiller@hotmail.com,12,Female,69.2,33.4,80.9,Medium
Benjamin Zamora,robertchaney@hotmail.com,11,Female,60.8,32.0,87.1,Medium
Rebecca Cooper,pricetracey@gmail.com,8,Male,61.2,42.5,92.9,Medium
Terry Oconnell,fgonzales@arnold.com,10,Female,46.3,49.3,85.5,Low
Aaron Duran,michaellewis@hotmail.com,8,Female,52.1,31.8,80.1,Low
Mr. Bruce Walker,nancy77@gmail.com,9,Female,76.5,30.3,91.2,Medium
Jeffrey Herrera,vhunt@johnson.com,10,Female,75.3,30.8,98.4,Medium
William Horton,markmullen@gutierrez.net,8,Female,57.0,31.1,77.4,Low
Joshua Rodriguez,sanchezpaula@hotmail.com,11,Male,51.4,32.2,73.2,Low
Heather Lawson,awright@gmail.com,8,Female,69.7,33.9,85.5,Medium
Mark Curtis,mitchelltara@vazquez.com,12,Male,74.2,46.3,87.9,Medium
Diane Howell,bassstephanie@hernandez.com,11,Female,76.3,31.4,95.3,Medium
Deborah Johnson,jennifermathis@bryant.biz,10,Female,57.0,34.7,87.3,Low
Hannah Hernandez,fjensen@hotmail.com,11,Male,83.0,40.1,100.0,High
Brian Schultz,christopherpark@hotmail.com,12,Female,45.8,36.9,85.2,Low
Timothy Rowe,richardjohnson@yahoo.com,8,Female,69.1,28.5,90.1,Low
Charles Gutierrez,tjones@gmail.com,12,Female,58.1,41.6,67.2,Low
Martha Rios,alexandersmith@hotmail.com,10,Female,61.8,30.7,82.0,Medium
Troy Greer,angelica60@marshall.com,11,Male,88.7,37.2,82.9,Medium
Bryan Williams,stevensawyer@gmail.com,9,Female,66.4,28.6,75.2,Low
Kathleen Clark,myersbrian@hurst.biz,9,Female,73.9,38.0,79.2,Medium
Mrs. Sharon Davis,misty57@english.com,10,Female,57.8,38.3,78.8,Low
Holly Maldonado,sierra05@ponce.biz,11,Male,72.1,40.4,88.8,Medium
Alicia Taylor,allison81@gmail.com,11,Male,79.2,37.7,94.2,Medium
Edward Clayton DDS,garyvargas@stafford.com,10,Female,87.3,30.6,82.1,Medium
Christopher Phillips,ccline@yahoo.com,12,Male,77.9,20.0,91.5,Low
Lauren Gilbert,kim26@gmail.com,12,Male,66.3,31.1,100.0,Medium
Linda Hurley,ilee@gmail.com,11,Male,84.5,32.3,93.5,Medium
John Gonzalez,victoria77@arnold.com,9,Male,61.3,48.7,77.8,Medium
James Miller,victoria61@young-lee.net,11,Male,77.6,29.5,89.3,Low
Lauren Silva,antoniogray@knight-boyd.com,10,Female,60.9,43.1,79.9,Medium
Patrick Mathis,juandorsey@yahoo.com,8,Male,53.8,41.3,84.6,Low
David Jenkins,mullinsmelissa@yahoo.com,10,Male,47.1,35.8,77.2,Low
Alicia Bonilla DVM,peggyhall@yahoo.com,11,Female,93.5,29.9,100.0,Low
Danielle Rose,noblethomas@yahoo.com,10,Female,58.7,28.0,82.9,Low
Mallory Richards,vasquezjonathan@white-spears.info,9,Female,61.9,38.8,91.1,Medium
Jennifer Barron,shawn32@liu-butler.com,9,Female,63.1,27.3,90.8,Low
Paul Dickerson,agrimes@yahoo.com,9,Female,61.5,50.0,81.3,Medium
Kimberly Collins,novakshannon@wallace.biz,10,Female,60.7,37.6,93.9,Medium
Rachel Case,tmiller@gmail.com,12,Female,51.9,33.5,77.2,Low
Jeffrey Hess,zunigastephanie@bridges.com,8,Male,77.1,28.0,85.6,Low
Christopher Wright,zgentry@gmail.com,9,Female,69.2,38.9,74.9,Low
Jennifer James,ehampton@pena-burns.com,11,Male,75.4,22.3,78.1,Low
Laura Schaefer,plopez@gmail.com,12,Female,64.7,41.0,72.4,Low
Jeffrey Rodriguez,richard14@morgan-hampton.info,12,Female,86.9,37.4,87.4,Medium
Joseph Garcia,hmorales@valentine-jones.com,12,Female,79.9,28.5,78.3,Low
Stacy Johnson,nhatfield@miller.com,12,Male,90.9,26.2,80.4,Low
Barbara James,stephenrodriguez@yahoo.com,9,Female,82.4,40.2,69.2,Low
Julie Hill,kelly53@maynard.com,11,Male,96.5,38.2,67.7,Low
Matthew Reilly,douglas60@cunningham.com,10,Female,60.9,32.7,92.8,Medium
Laura Mcknight,suttondouglas@jefferson.info,12,Female,100.0,20.8,86.6,Low
Stephen Potter,garyoneal@yahoo.com,10,Female,79.3,32.2,69.6,Low
Angela Ball,bakeraaron@baker.org,10,Male,52.7,35.7,99.5,Low
Derek Warren,kevin85@hotmail.com,9,Male,66.8,37.3,72.2,Low
Madeline Williams,reginabrown@werner-smith.com,10,Female,65.4,27.6,75.1,Low
David Hanna,afrank@yahoo.com,9,Female,58.9,40.0,68.9,Low
Victoria Sexton,mary21@christensen.com,8,Female,89.8,39.9,82.7,Medium
Ralph Gregory,kathleen78@yahoo.com,8,Male,75.4,33.7,85.7,Medium
Stephanie Robertson,sara80@logan-taylor.com,12,Male,74.3,29.1,85.9,Low
Katherine Rodgers,williamsimpson@ritter.com,9,Female,58.5,32.2,79.5,Low
Janice Miller,maria25@white.com,11,Female,76.3,32.5,84.8,Medium
Dr. Antonio Dominguez,kristina83@roberts.net,8,Female,79.1,30.6,83.8,Medium
Patricia Larson,christine14@newman-york.com,11,Female,88.9,34.0,85.1,Medium
Angela Yang,ljackson@hotmail.com,9,Male,50.5,44.1,68.5,Low
Kimberly Johnson,cody16@hotmail.com,11,Male,54.3,31.5,91.0,Low
Lee Hughes,matthew88@yahoo.com,9,Male,72.7,30.7,96.3,Medium
Robert Lee,sanchezmichael@hotmail.com,9,Female,66.5,39.5,82.4,Medium
Shawn Mullins,bennettalexandra@yahoo.com,10,Male,87.8,39.3,85.2,Medium
Laura Willis,beckeredward@yahoo.com,11,Male,49.4,26.4,82.1,Low
Christopher Rios,kimberly55@cervantes.com,10,Female,84.0,45.9,100.0,High
Christina Chambers,steve16@smith.net,9,Female,45.3,41.6,91.3,Low
Taylor Rivera,graymark@davis.biz,8,Female,70.1,49.8,85.0,Medium
Matthew Cook,julie71@li.com,11,Male,55.3,25.4,85.6,Low
Ashlee Carroll,michelle35@yahoo.com,9,Male,74.9,40.8,83.5,Medium
Harold Thompson,michaelking@gmail.com,12,Male,69.1,25.7,79.1,Low
Jeffrey Martin,cassandra64@garcia.com,11,Male,82.9,41.8,91.8,High
Kimberly King,james51@flores-dyer.com,12,Female,63.8,37.8,85.5,Medium
Michelle Love,jennifer91@hotmail.com,10,Male,50.6,42.3,79.8,Low
John Meyer,hsmith@yahoo.com,10,Female,49.2,37.5,69.8,Low
Gregory Swanson,sean48@gmail.com,8,Female,69.8,44.3,86.7,Medium
Brittany Jensen,salvarez@yahoo.com,9,Female,64.2,31.3,95.0,Medium
Zachary Franklin,mitchell28@hotmail.com,10,Female,80.8,33.5,81.6,Medium
Ronald Long,nsimmons@hotmail.com,9,Female,62.9,28.9,97.4,Low
Pedro Klein,hubbardzachary@king-taylor.com,9,Male,82.6,40.0,64.7,Low
Kyle Wright MD,robert50@larson.info,10,Female,51.3,30.4,91.5,Low
Dawn Mayer,clindsey@tran.com,10,Female,92.4,50.0,65.7,Low
Melissa Wheeler,sandra96@yahoo.com,12,Male,49.7,32.5,82.8,Low
Melissa Villegas,johnflowers@howard.com,10,Female,62.2,38.2,86.9,Medium
Karen Roberts,cindy42@gmail.com,9,Female,64.8,26.0,91.5,Low
Emily Spence,vkennedy@long-flynn.net,9,Male,51.4,37.6,84.0,Low
Veronica Brown,thompsonstacey@gmail.com,8,Female,62.4,38.2,89.6,Medium
Carmen Carter,jay59@cisneros-patterson.com,11,Male,80.7,35.7,75.7,Medium
Sharon Valdez,wwood@gmail.com,12,Female,86.5,30.8,89.8,Medium
Brandon Mason,leecody@yahoo.com,11,Female,62.8,37.9,63.8,Low
Harry Barnett,patriciajefferson@benson-salinas.net,11,Female,80.6,27.2,89.3,Low
Heather Velez,hamiltonanthony@yahoo.com,10,Female,82.3,34.8,89.7,Medium
John Hernandez,waltercruz@martinez-mitchell.com,8,Female,56.5,32.2,94.7,Low
Jeremy Hill,thoward@townsend.com,12,Male,70.4,44.9,96.6,Medium
Matthew Cole,cookmelanie@gmail.com,11,Male,76.6,42.7,83.3,Medium
Rebecca Sanchez,heather48@gardner.com,9,Female,55.1,32.0,78.3,Low
Kerry Gallegos,jerryfry@gmail.com,11,Male,60.7,30.9,83.8,Medium
Vanessa Davis,wigginsluis@madden.com,8,Male,63.8,42.2,85.4,Medium
Joseph Richardson,summerthomas@yahoo.com,10,Female,73.3,30.6,92.2,Medium
Mr. Bobby Paul,gabriela09@yahoo.com,8,Male,81.7,32.6,70.3,Low
Yvette Malone,brandon52@gmail.com,9,Female,79.1,34.3,94.3,Medium
Scott Castillo,coopersarah@murphy.info,11,Female,83.6,42.1,90.3,High
Angel Perry,gmartinez@hotmail.com,11,Male,53.7,37.1,79.5,Low
Nancy Smith,david50@hotmail.com,10,Female,62.7,42.6,95.1,Medium
Morgan Nelson,umatthews@lewis.com,9,Male,58.6,30.1,100.0,Low
Stacey Moreno,pricebarry@gmail.com,12,Female,54.0,35.4,84.3,Low
Amanda Beck,amy98@hotmail.com,10,Female,81.3,48.6,89.9,Medium
Robert Richards,charles99@hotmail.com,8,Male,55.7,30.3,83.1,Low
Sandra Webb,kelly67@matthews-jones.com,8,Male,56.7,20.4,92.6,Low
Jon Morse,amber42@gmail.com,8,Female,58.7,33.6,83.1,Low
Joshua Johnson,xpatel@yahoo.com,12,Male,63.8,41.2,99.2,Medium
Walter Cain,cathyhiggins@yahoo.com,11,Male,73.1,42.0,86.6,Medium
Robert Salinas,heidi29@gmail.com,10,Male,61.2,37.7,86.2,Medium
Chris Velez,seangriffith@payne.biz,12,Female,69.5,37.1,78.6,Medium
Kelly Preston,mendozakristine@mann.net,9,Male,84.9,25.7,79.5,Low
Alicia Henderson,johnsonbradley@spencer.com,11,Male,67.1,38.0,95.9,Medium
Daniel Jones,nwarren@jones.com,9,Male,79.9,38.5,81.7,Medium
Dana Davis,joselee@morgan.org,12,Female,51.1,40.9,89.0,Low
Brandon Campbell,wreynolds@adams.biz,9,Male,72.4,42.7,83.2,Medium
Charlene Smith,nicolerowland@olson-hall.com,11,Female,72.8,35.2,63.0,Low
Jessica Jimenez,xperkins@santos-howard.com,8,Female,59.5,34.2,100.0,Low
Joshua Johnson,markromero@carr-moses.com,12,Male,66.3,34.1,87.3,Medium
Amy Jones,wharrison@gmail.com,8,Male,49.6,32.0,96.9,Low
Travis Anderson,ruthandrade@fox.com,12,Male,85.2,34.9,64.8,Low
Andrea Singleton,salinasdavid@yahoo.com,11,Female,70.5,31.9,94.4,Medium
Donald Burns,srichmond@howell.net,12,Male,92.6,29.2,60.0,Low
Mr. Bryan Nelson Jr.,zdelgado@gmail.com,10,Female,45.2,35.6,78.6,Low
Charles Carroll,sandra91@hotmail.com,10,Male,67.0,26.6,65.6,Low
Chloe Johnson,bakerjeremiah@yahoo.com,11,Male,50.5,36.1,90.4,Low
Timothy Cummings,doylejennifer@yahoo.com,8,Male,86.5,37.0,87.7,Medium
Megan Turner,potterterrence@yahoo.com,12,Male,60.7,32.8,81.4,Medium
John Walsh,irwindanielle@fernandez-jones.info,12,Male,77.0,33.0,89.1,Medium
Jesse Smith,richard96@yahoo.com,10,Female,69.8,34.8,76.7,Medium
Elizabeth Pratt,wstanley@gmail.com,10,Male,66.7,27.6,74.3,Low
Edward Franklin,rcarpenter@gmail.com,12,Female,77.1,31.9,93.4,Medium
Jonathan Griffith,uhays@gonzalez.com,11,Male,80.9,30.2,71.0,Low
William Barrett,morenojacob@mosley.com,9,Female,67.0,39.6,79.3,Medium
Cory Guerra,barbara02@hotmail.com,10,Female,77.5,39.3,80.3,Medium
Erik Lane,rachel52@welch-carpenter.biz,12,Female,67.7,39.5,81.8,Medium
Kim Long,maryscott@wood.com,11,Male,63.9,31.0,100.0,Medium
Amber Holder,dayjames@gmail.com,12,Male,86.7,35.7,88.9,Medium
Elizabeth Yu,petercabrera@wells.info,9,Male,82.4,32.4,91.5,Medium
Brittany Gonzalez,tduncan@marsh-franklin.org,10,Female,87.0,38.0,78.0,Medium
Louis Hull,lhawkins@yahoo.com,8,Male,83.1,39.0,82.3,Medium
David Miller,nnicholson@hotmail.com,10,Male,74.2,48.0,87.8,Medium
Jennifer Gill,joseph00@gmail.com,8,Male,73.3,29.5,64.1,Low
Tristan Norris,hannah26@castillo.com,12,Female,60.2,32.4,90.2,Medium
Amy Davis,emily26@hotmail.com,10,Female,49.9,40.7,95.3,Low
Arthur Harmon,marilynmyers@bowers.net,10,Female,74.5,30.3,90.6,Medium
Bradley Richards,jakegreen@kramer.net,8,Female,85.6,25.6,69.4,Low
Kathleen Davis,greg20@nash.com,11,Male,85.1,35.1,81.9,Medium
Russell Preston,sandraevans@hotmail.com,8,Female,81.9,50.0,83.8,Medium
Jonathan Mueller,torresnancy@hotmail.com,10,Female,54.2,31.8,72.4,Low
Joshua Daugherty,jweiss@vaughn.biz,9,Female,77.2,37.0,81.9,Medium
Amber Brown,williamsjenny@gmail.com,10,Female,95.0,27.9,72.8,Low
James King,connor69@hotmail.com,8,Female,78.2,34.9,78.6,Medium
Barbara Fletcher,james87@yahoo.com,11,Female,69.5,23.3,74.0,Low
Brenda Hernandez,jeremyli@wilson-duncan.com,9,Female,82.9,30.9,68.4,Low
Craig Acevedo,jeffreycarroll@gmail.com,11,Female,55.7,31.1,88.3,Low
Donna Pearson,richard35@gmail.com,8,Male,62.0,32.0,89.4,Medium
Mary Smith,ccook@bailey-berry.net,8,Female,50.2,25.4,82.3,Low
April Williams,michael10@yahoo.com,8,Female,78.2,35.0,90.4,Medium
John Hicks,molinacody@hotmail.com,10,Female,58.6,43.4,76.4,Low
Patrick Sawyer,matthew60@yahoo.com,9,Female,82.6,30.4,62.0,Low
Martha Williams,katrinamiller@hotmail.com,9,Male,82.3,35.2,84.2,Medium
Joshua Dunlap,sherrywang@wilson.biz,8,Female,87.1,40.6,69.3,Low
Julie Johnson,rileychristina@white.com,12,Female,52.8,36.2,74.6,Low
Lisa Ward,lori67@dillon.com,8,Female,57.0,34.0,100.0,Low
Derek Lane,johnny02@johnson-smith.org,12,Male,64.0,30.2,69.8,Low
Lisa Potter,harriserika@fernandez-wolf.com,12,Female,85.5,29.0,86.1,Low
Mary Clark,martinezdonna@armstrong-jackson.info,11,Female,82.2,39.2,69.8,Low
Peter Collins,otate@adams-sanford.biz,11,Female,48.1,41.6,70.5,Low
Brittany Wilkins,kellyhoover@yahoo.com,11,Male,53.1,36.6,83.0,Low
Carl Carter,bpalmer@young-mason.net,11,Male,70.8,43.3,70.4,Low
Ashley Conner,ebony60@mcintyre.info,11,Female,61.2,32.6,81.6,Medium
Tony Davis,annette54@clark.com,8,Female,70.9,30.2,71.7,Low
Carolyn Washington,pwilcox@gmail.com,9,Female,56.4,20.0,75.7,Low
Melissa Pham,briansullivan@harvey.net,11,Female,62.2,36.9,60.0,Low
Erin Nelson,blee@reyes-anthony.biz,11,Female,65.9,40.9,78.5,Medium
Michael Ortiz,sandravega@velazquez-mccarthy.com,9,Male,77.4,31.2,76.5,Medium
Donald Roth,ashley95@yahoo.com,8,Female,71.5,39.9,100.0,Medium
Sarah Bond,heather67@fox.com,11,Female,75.3,26.8,91.9,Low
Zachary Douglas,jennifer64@salinas.com,8,Female,60.0,32.3,78.3,Medium
Randy Nixon,gregoryparks@gmail.com,10,Female,68.2,40.4,74.6,Low
Lisa Monroe,kennedytonya@miller.com,12,Female,98.7,36.7,75.9,Medium
Anthony Johnson,salinasshane@reilly-wagner.org,11,Male,70.5,35.5,90.5,Medium
Jason Miller,roblesjoseph@mckee.com,8,Male,41.0,33.9,73.2,Low
Heather Wright,emily63@martin.com,8,Male,89.5,37.2,90.1,Medium
Ronnie Meyers,davisamy@johnson.com,9,Male,82.9,29.8,100.0,Low
David Turner,gerald57@pierce.com,12,Female,70.2,26.3,82.1,Low
Zachary Alexander,phillipsbrett@yahoo.com,12,Male,57.3,34.6,90.0,Low
Linda Fowler,karenjones@thompson.net,9,Female,63.3,28.7,78.8,Low
Scott Myers,ronald95@hotmail.com,10,Female,54.5,32.0,68.8,Low
Craig Gibbs,richardgarcia@hotmail.com,8,Female,75.0,43.6,84.0,Medium
David Ortiz,qpowell@gmail.com,8,Female,78.8,40.6,75.3,Medium
Holly Lowery,fhenson@martinez.org,12,Male,71.2,22.7,76.1,Low
Paul Oconnor,lewisshawn@chen-robinson.com,10,Male,58.6,32.2,100.0,Low
Katrina Baker,rachelvalenzuela@hotmail.com,8,Female,58.3,36.7,95.4,Low
Tyler Reese,benjamin81@carter.com,8,Female,64.3,38.2,93.7,Medium
Levi Meadows,greenstephanie@hotmail.com,12,Male,78.8,33.6,82.2,Medium
Kelsey Stafford,seanyoung@jones-pitts.biz,10,Female,93.6,40.3,71.4,Low
Douglas Stewart,thomas80@yahoo.com,11,Male,60.1,42.5,86.9,Medium
Connie Kramer MD,uwebb@gmail.com,9,Male,100.0,41.0,98.3,High
Natalie Gutierrez,jonesdouglas@walsh.com,10,Female,69.6,32.0,84.6,Medium
Samantha Moore,wcoleman@harvey-roach.net,9,Female,62.1,39.7,85.7,Medium
Marcia Peck DDS,danielhall@lee.com,8,Male,70.3,36.2,65.9,Low
Roger Hoover,ymoore@yahoo.com,11,Female,70.7,32.4,100.0,Medium
Laura George,cgarcia@snyder.com,8,Female,69.6,26.5,95.4,Low
Daniel Dorsey,sgates@powell-davis.com,9,Male,91.6,44.8,91.5,High
Sheryl Phillips,cookrandy@choi.com,8,Male,71.6,37.0,89.7,Medium
Sierra Rivera,pricesteven@hotmail.com,12,Male,74.8,20.5,79.4,Low
Erin Buckley,clarkjoshua@carroll-lopez.net,10,Female,72.1,34.5,75.6,Medium
Bradley Smith,alyssa63@hotmail.com,12,Female,64.7,43.1,100.0,Medium
James Robinson,qcarter@summers-lee.com,8,Female,75.8,38.3,88.5,Medium
Todd Montgomery,jeffreyross@yahoo.com,8,Female,75.8,33.0,94.0,Medium
Jacob Johnson,sheltonbrittney@yahoo.com,10,Female,84.9,46.5,84.2,Medium
Andrea Jenkins,pamela70@gmail.com,8,Female,62.3,34.2,60.0,Low
Diana English,moralesstefanie@koch.biz,12,Male,60.7,24.5,75.3,Low
Daniel Cole,wilsonthomas@hotmail.com,8,Female,61.3,37.1,93.4,Medium
Katherine Lucas,david45@hotmail.com,11,Male,73.2,47.4,91.9,Medium
Kristen Hill,tammystanley@smith-harper.biz,9,Female,64.0,37.6,97.5,Medium
David Ross PhD,markheath@yahoo.com,10,Female,74.3,39.8,77.5,Medium
Mrs. Lori Park DDS,hoffmancourtney@nguyen.com,8,Female,95.2,37.6,100.0,Medium
Diane Young,gordon14@knight.info,8,Male,64.3,24.8,88.8,Low
William Lawrence,zacharytapia@yahoo.com,12,Male,59.1,42.7,84.0,Low
Scott Morrison,stevenchang@gmail.com,11,Male,48.2,33.6,82.0,Low
Sara Sandoval,karen95@yahoo.com,12,Male,58.0,38.1,94.7,Low
Tammy Norman,kevinjackson@yahoo.com,9,Female,79.9,46.4,93.4,Medium
Carol Smith,richardsonlinda@hart.org,11,Female,73.3,28.1,75.8,Low
Denise Thomas,melissa43@hotmail.com,10,Male,77.0,38.6,85.3,Medium
Madison Jennings,bennettmatthew@summers.net,12,Female,79.3,35.6,73.2,Low
Lisa Bennett,michelle95@williams.com,10,Male,81.6,37.1,83.3,Medium
Joseph Baker,justinmcguire@gmail.com,10,Female,80.5,20.0,66.6,Low
Catherine Cruz,lawrencevalentine@sherman.com,8,Female,53.2,35.0,68.6,Low
Melissa Benson,jorge19@gmail.com,12,Male,78.1,42.4,85.8,Medium
Marcus Evans,samantha71@estes-nielsen.biz,8,Male,84.1,46.0,73.3,Low
Rachel Myers,pcain@roberts.biz,11,Female,49.2,20.0,69.6,Low
Jacob Carlson,williamcarroll@gmail.com,9,Female,75.5,30.7,78.6,Medium
Lori Harris,adam11@yahoo.com,10,Male,71.1,48.7,80.2,Medium
Frank Baker,lesliebrown@stephens.info,11,Female,59.2,33.8,80.6,Low
Heather Moore,kim68@jones-cohen.info,12,Male,67.7,26.4,97.5,Low
Elizabeth Fox,kcasey@preston.info,10,Female,40.0,28.2,96.7,Low
Brittany Dixon,juliecastro@campbell-mckee.com,12,Male,58.8,23.3,86.4,Low
Michael Sherman,timothy21@gmail.com,8,Male,57.1,28.6,71.5,Low
Matthew Ellison,xdixon@hernandez.com,12,Male,45.6,38.0,82.5,Low
Nicholas Navarro,emilygarcia@henry.org,10,Male,79.7,48.3,79.7,Medium
Noah Russo,sarahjones@holloway.info,10,Female,66.0,31.9,71.5,Low
